term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,zh
395-03-94,total absorption peak,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-94,,"Totalabsorptionslinie, f",total absorption peakfull energy peak,"pico de absorción total, mpico de energía, m","pic d’absorption totale, mpic d’énergie total, m",picco di assorbimento totalepicco di energia totale,全吸収ピーク,전흡수피크,"pik pochłaniania całkowitego, m",pico de absorção total,全吸收峰全能峰
395-03-95,"maximum acceptable irradiation rate, <of a detector>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-95,,"maximal zulässige Bestrahlungsleistung,  f","maximum acceptable irradiation rate, <of a detector>","tasa de irradiación máxima aceptable, f","débit d’irradiation maximal acceptable, <d’un détecteur> m","rateo di irraggiamento massimo accettabile,","最大受容照射率, ＜検出器の＞","최대 허용 조사율, <검출기>","natężenie promieniowania maksymalne,  n","taxa de irradiação máxima aceitável,","最大可接受辐照率, <探测器>"
395-03-96,"discrimination threshold, <of a detector>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-96,,"Diskriminatorschwelle,  f","discrimination threshold, <of a detector>","umbral de discriminación,  m","seuil de discrimination, <d’un détecteur> m","soglia di discriminazione,","ディスクリミネーションしきい値, ＜検出器の＞","감도 한계, <검출기>판별역, <검출기>","poziom dyskryminacji,  m","limiar de discriminação,","甄别阈, <探测装置>"
395-03-97,dose albedo,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-97,,"Dosis-Albedo, f",dose albedo albedo dose,"albedo de dosis, m","albédo de dose, m",albedo di dose,線量アルベド,선량 알베도,"albedo dawki, n",albedo de dose,剂量反射率
395-03-98,differential dose albedo,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-98,,"differentielle Dosis-Albedo, f",differential dose albedo,"albedo de dosis diferencial, m","albédo de dose différentiel, m",albedo di dose differenziale,微分線量アルベド,미분 선량 알베도,"albedo różnicy dawek, n",albedo de dose diferencial,微分剂量反射率
395-03-99,quenching circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-99,,"Löschkreis, m",quenching circuit,"circuito de extinción, m","circuit coupeur, m",circuito di spegnimento,クエンチング回路,퀀칭 회로,"układ gaszący, m",circuito cortador,猝灭电路
395-03-100,quenching gas,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-100,,"Löschgas, n",quenching gas,"gas de extinción, m","gaz de coupure, m",gas di spegnimento,クエンチング気体,소지 기체담글질 기체,"gaz gaszący, m",gás de corte,猝灭气体
395-03-101,photomultiplier tube,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-101,,"Photoelektronenvervielfacher, mSekundärelektronenvervielfacher mit Photokathode, mSEV, m",photomultiplier tubemultiplier phototubePMT,"tubo fotomultiplicador, m","tube photomultiplicateur, mPM, m",tubo fotomoltiplicatore,光電子増倍管,광전자 증배관,"fotopowielacz, mPTM,",tubo fotomultiplicador,光电倍增管PMT
395-03-102,light guide,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-102,,"Lichtleiter, m",light guide,"conducto luminoso, m","conduit de lumière, m",guida di luce,ライトガイド,광 통로광 가이드,"światłowód, m",guia de luz,光导
395-03-103,surface-barrier contact,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-103,,"Oberflächensperrschichtkontakt, m",surface-barrier contact,"contacto de barrera de superficie, m","contact à barrière de surface, m",contatto a barriera superficiale,表面障壁形接点,표면 장애 접점,"złącze z barierą powierzchniową, n",contacto de barreira de superfície,表面势垒接触
395-03-104,"time-of-flight, <of a particle>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-104,,"Laufzeit,  f","time-of-flight, <of a particle>","tiempo de vuelo,  m","temps de vol, <d’une particule> m","tempo di volo, tempo di transito","飛行時間, ＜粒子の＞","비행 시간, <입자>","czas przelotu,  m","tempo de voo,","飞行时间, <粒子>"
395-03-105,"sensitivity, <of a measuring assembly>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-105,,"Empfindlichkeit, fAnsprechvermögen, n","sensitivity, <of a measuring assembly>detectability, <of a measuring assembly>","sensibilidad,  f","sensibilité, <d’un ensemble de mesure> f","sensibilità,","感度, ＜測定装置の＞","감도, <측정조립품>민감도, <측정조립품>","czułość,  f","sensibilidade,","灵敏度, <测量装置>"
395-03-106,"energy resolution, <of a radiation spectrometer>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-106,,"Energieauflösung,  f","energy resolution, <of a radiation spectrometer>","resolución en energía,  f","résolution en énergie, <d’un spectromètre de rayonnement> f","risoluzione in energia,","エネルギー分解能, ＜放射線スペクトロメータの＞","에너지 분해능, <방사능 분광분석>","zdolność energetyczna rozdzielcza,  f","resolução em energia,","能量分辨力, <辐射谱仪>"
395-03-107,"counting loss, <of a counting assembly>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-107,,"Zählverluste,  m pl","counting loss, <of a counting assembly>","pérdida de cuentas,  f","perte de comptage, <d’un ensemble de comptage> f","perdita di conteggio,","数え落し, ＜計数装置の＞","계수 손실, <계산 조립품>","straty zliczania,  f pl","perda de contagem,","计数损失, <计数装置>"
395-03-108,"pile-up, <in a counting assembly>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-108,,"Aufstockung,  f","pile-up, <in a counting assembly>","apilamiento,  m","empilement, <d’un ensemble de comptage> m",impilamento,"パイルアップ, ＜計数装置の＞","파일업, <계수 장치>산적, <계수 장치>","efekt nakładania się impulsów,  m","empilhamento,","堆积, <计数装置中>"
395-03-109,"escape peaks, pl",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-109,,"„Escape“-Linien, f pl","escape peaks, pl","picos de escape, m pl","pics de fuite, m pl",picco di fuga,エスケープピーク,"이탈 피크, 복수","pik ucieczki, m",picos de fuga,逃逸峰
395-03-110,"equivalent window thickness, <of a detector system>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-110,,"äquivalente Fensterdicke,  f","equivalent window thickness, <of a detector system>","espesor equivalente de la ventana,  f","épaisseur équivalente de la fenêtre, <d’un système de détection> f","spessore equivalente della finestra,","等価窓厚, ＜検出装置の＞","등가 창 두께, <검출 시스템>","grubość równoważna okienka,  f","espessura equivalente da janela,","等效窗厚度, <探测系统>"
395-03-111,self-powered detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-111,,"Strahlungsdetektor ohne äußere Energieversorgung, mDetektor ohne äußere Energieversorgung, m",self-powered detector,"detector autoalimentado, m","collectron, m",rivelatore autolimentato,自己出力形検出器,자기출력형 검출기,"detektor samozasilający, m",colectrãodetetor auto-alimentado,自给能探测器
395-03-112,2&pi; or 4&pi; radiation detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-112,,"2π/4π-Strahlungsdetektor, m",2π or 4π radiation detector,"detector de radiación 2п/4п, m","détecteur à rayonnement 2π /4π, m",rivelatore di radiazione 2π /4π,２π又は４π放射線検出器,2파이 또는 4파이 방사선 검출기,"detektor promieniowania o geometrii 2π/4π, m",detetor de radiação 2π/4π,2π/4π辐射探测器
395-03-113,reference standard,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-113,,"Bezugsnormal, n",reference standard,"referencia normalizada, m","étalon de référence, m",campione di riferimento,参照標準,참조 표준,"wzorzec odniesienia, m",padrão de referência,参考标准
395-03-114,electrostatic charge effect,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-114,,"elektrostatischer Ladungseffekt, m",electrostatic charge effect,"efecto de carga electrostática, m","effet de charge électrostatique, m",effetto della carica elettrostatica,静電気効果,정전 전하 효과정전기 효과,"efekt elektrostatyczny ładunku elektrycznego, m",efeito de carga eletrostática,静电电荷效应
395-03-115,"linear ionization, <in nuclear instrumentation>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-03-115,,"lineares Ionisierungsvermögen, nIonisationskoeffizient, m","linear ionization, <in nuclear instrumentation>","ionización lineal,  f","ionisation linéique, <en instrumentation nucléaire> f",camera di ionizzazione ad elettrete,"線電離, ＜計測における＞","선 전리, <원자력 계측>","jonizacja liniowa, f","ionização linear,","线电离, <核仪器>"
395-04-01,radiometric gauge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-04-01,,"radiometrische Anordnung, fradiometrische Einrichtung, f",radiometric gauge,"medidor radiométrico, m","jauge de radiation, f",calibro radiometrico,放射線応用計器,방사 측정계,"urządzenie pomiarowe izotopowe, n",medidor radiométrico,辐射量测计
395-04-02,thickness gauge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-04-02,,"Dickenmessgerät, n",thickness gauge,"medidor de espesor, m","jauge d’épaisseur, f",calibro a spessore,厚さ計,두께 측정계,"grubościomierz izotopowy, m",medidor de espessura,厚度计
395-04-03,back-scatter measurement system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-04-03,,"Messsystem nach dem Rückstreuverfahren, n",back-scatter measurement system,"sistema de medida por retrodispersión, m","système de mesure par rétrodiffusion, m",sistema di misura a retrodiffusione,後方散乱形計測システム,후방 산란 측정 시스템,"układ do pomiaru wstecznego promieniowania rozproszonego, mgrubościomierz izotopowy rozproszeniowy, m",sistema de medição por retrodifusão,反散射式测量系统
395-04-04,density gauge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-04-04,,"Dichtemessgerät, n",density gauge,"densitómetro, m","densimètre, m",densimetro,密度計,밀도계,"gęstościomierz izotopowy, m",densímetro,密度计
395-04-05,transmission density gauge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-04-05,,"Dichtemessgerät nach dem Durchstrahlverfahren, n",transmission density gauge,"densitómetro por transmisión, m","densimètre à transmission, m",densimetro a trasmissione,透過形密度計,투과형 밀도계,"gęstościomierz izotopowy transmisyjny, m",densímetro de transmissão,透射式密度计
395-04-06,back-scatter soil density gauge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-04-06,,"Bodendichtemessgerät nach dem Rückstreuverfahren, n",back-scatter soil density gauge,"densitómetro de suelo por retrodispersión, m","densimètre de sol à rétrodiffusion, m",densimetro del suolo a retrodiffusione,後方散乱形土壌密度計,후방 산란 토양 밀도계,"gęstościomierz gruntu rozproszeniowy, m",densímetro de solo por retrodifusão,反散射式土壤密度计
395-04-07,transmission soil density gauge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-04-07,,"Bodendichtemessgerät nach dem Durchstrahlverfahren, n",transmission soil density gauge,"densitómetro de suelo por transmisión, m","densimètre de sol à transmission, m",densimetro del suolo a trasmissione,透過形土壌密度計,투과형 토양 밀도계,"gęstościomierz gruntu transmisyjny, m",densímetro de solo por transmissão,透射式土壤密度计
395-04-08,level gauge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-04-08,,"Füllstandmessgerät, n",level gauge,"medidor de nivel, m","mesureur de niveau, m",misuratore di livello,レベル計,액면계,"poziomomierz izotopowy, m",medidor de nível,物位计
395-04-09,material presence gauge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-04-09,,"Messgerät zur Kontrolle des Vorhandenseins eines Stoffs, n",material presence gauge,"medidor de presencia de un material, m","signaleur de présence de matériau, m",rilevatore di presenza di materiale,対物検知計,대물 검지계,"wskaźnik izotopowy obecności substancji, m",detetor de presença de material,物料检测仪
395-04-10,level following gauge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-04-10,,"Füllstandmessgerät mit Nachführung, n",level following gauge,"medidor atomático de nivel, m","mesureur de niveau à poursuite automatique, m",misuratore di livello ad inseguimento automatico,追尾形レベル計,추적형 레벨게,"wskaźnik poziomu nadążny, m",medidor de nível de perseguição,随动式物位计
395-04-11,electrometer-amplifier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-04-11,,"Elektrometer-Verstärker, m",electrometer-amplifier,"amplificador electrométrico, m","électromètre amplificateur, m",elettrometro-amplificatore,増幅電位計,전위 증폭기,"elektrometr, m",eletrómetro-amplificador,静电计
