term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,sv,zh
723-02-31,control line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-31,خط تحكم,"Überwachungsleitung, f",control linesupervisory circuit,línea telefónica de coordinación,"ligne de service, fcircuit de coordination technique, m",linea di controllo,制御線,제어선감독 회로,łącze nadzorcze,circuito de coordenação técnicalinha de serviço,kontrollförbindelse,
723-02-32,contribution link,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-32,وصلة مساهمةِ,"Zuführungsstrecke, fZuführungsleitung, f",contribution linkcontribution circuit,enlace de contribución,"liaison de contribution, f",collegamento di contributo,番組素材供給路,기여 연결기여 회선,łącze współpracy,ligação de contribuição,programinsamlingsförbindelse,
723-02-33,distribution link,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-33,وصلة توزيعِ,"Verteilstrecke, fVerteilleitung, f",distribution linkdistribution circuit,enlace de distribución,"liaison de distribution, fliaison de diffusion (terme déconseillé) f",collegamento di distribuzione,番組素材分配路,분배 연결분배 회선,łącze rozprowadzające,ligação de distribuição,distributionsförbindelse,
723-02-34,direct distribution by satellite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-34,توزيع مباشر بالقمر الصناعي,"Verteilung über Satellit, f",direct distribution by satellite,distribución directa por satélite,"distribution directe par satellite, f",distribuzione diretta da satellite,衛星による直接分配,위성 직접 배분,rozprowadzanie bezpośrednie przez satelitę,distribuição directa por satélite,direktdistribution via satellit,
723-02-35,sound broadcasting transmitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-35,مرسل بث صوتي,"Tonrundfunksender, mHörfunksender, m",sound broadcasting transmitter,emisión de radiodifusión sonora,"émetteur de radiodiffusion (sonore), m",trasmettitore di radiodiffusione sonora,音声送信機,라디오 방송 송신기,nadajnik radiofoniczny,emissor de radiodifusão (sonora),ljudradiosändare,
723-02-36,television broadcasting transmitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-36,مرسل بث تلفازي,"Fernsehrundfunksender, mFernsehsender, m",television broadcasting transmitter,emisor de radiodifusion audiovisualemisor de televisión,"émetteur de télévision, m",trasmettitore di radiodiffusione televisiva,テレビジョン送信機テレビ送信機,텔레비전 방송 송신기,nadajnik telewizyjny,emissor de televisão,TV-sändare,
723-02-37,broadcast transmitting station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-37,محطة إرسال للبث الاذاعي,"Rundfunk-Sendestelle, fSendestelle, f",broadcast transmitting station,estación de radiodifusión,"station (d'émission) de radiodiffusion, fcentre émetteur (de radiodiffusion), m",stazione trasmittente di radiodiffusione,放送局,방송국,stacja nadawcza radiodyfuzyjna,estação (de emissão) de radiodifusão,rundradiostation,
723-02-38,broadcast transmitter network,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-38,شبكة إرسال للبث الاذاعي,"Rundfunksendernetz, nSendernetz, n",broadcast transmitter network,red de emisores (de radiodifusión sonora o audiovisual),réseau d'émetteurs (de radiodiffusion sonore ou de télévision) m,rete trasmittente di radiodiffusione,放送送信網,방송 송신망,sieć stacji nadawczych radiodyfuzyjnych,rede de emissores (de radiodifusão sonora ou de televisão),sändarnät,
723-02-39,opting out,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-39,تعويض وقتي لبرنامج,"Fensterprogramm, n",opting out,descuelgue,décrochage (d'un émetteur) m,sostituzione di programma,番組差替え,독자 경영,zmiana programu,despegar (de um emissor),lokalprogramsändning,
723-02-40,rebroadcasting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-40,إعادة البث الاذاعي,"Ballempfang, m",rebroadcasting,reemisión,réémission (en radiodiffusion sonore ou en télévision) f,ritrasmissione,中継放送,재방송,retransmisja,reemissão (em radiodifusão sonora ou em televisão),reläsändning,
723-02-41,rebroadcast transmitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-41,مرسل إعادة البث الاذاعي,"Relaissender, m",rebroadcast transmitterrelay station,reemisor,réémetteur (de radiodiffusion sonore ou de télévision) m,tramettitore per la ritrasmissione,中継放送送信機中継放送機,재방송 송신기중계국,stacja retransmisyjna,reemissor (de radiodifusão sonora ou de televisão),reläsändare,
723-02-42,relay station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-42,محطة إعادة الإرسال  (تقوية),"Relaisstation, f",relay station,estación de reemisión,"station de réémission, fréémetteur, m",stazione ponte,中継放送局,중계국,stacja linii radiowej,estação de reemissãoreemissor,relästation,
723-02-43,transposer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-43,مبدل تردد,"Umsetzer, m",transposer,reemisor trasponedor,"(réémetteur) transposeur, m",transponditore,送信周波数変換中継放送局,트랜스포저수송자,stacja retransmisyjna o zmianie częstotliwości,(reemissor) transposicionador,frekvensomsättare,
723-02-44,main station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-44,محطة رئيسة,"Muttersender, m",main stationparent station,estación principal,émetteur pilote (de radiodiffusion sonore ou de télévision) m,stazione principale,親局,주국부모국,stacja główna,emissor piloto (de radiodifusão sonora ou de televisão),huvudsändare,
723-02-45,rebroadcast receiver,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-45,مستقبل إعادة الإرسال,"Ballempfänger, m",rebroadcast receiver,receptor de retransmisión,"récepteur de retransmission, m",ricevitore di ritrasmissione,中継受信器,재방송 수신기,odbiornik retransmisyjny,receptor de retransmissão,relämottagare,
723-02-46,pirate transmitter (in broadcasting),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-46,مرسل بثّ بدون ترخيص,"Piratensender, <im Rundfunk> m",pirate transmitter (in broadcasting),emisor pirata,émetteur pirate (de radiodiffusion) m,trasmettitore pirata,海賊放送局,"무허가 송신기, <방송>",stacja radiodyfuzyjna piracka,emissor pirata (de radiodifusão),piratsändare,
723-02-47,broadcasting band,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-47,نطاق البث الاذاعي,"Rundfunkfrequenzbereich, m",broadcasting band,banda de emisión,"bande de radiodiffusion, f",banda di radiodiffusione,放送周波数帯域,방송 대역,zakres częstotliwości radiodyfuzji,banda de radiodifusão,rundradioband,
723-02-48,tropical (broadcasting) band,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-48,نطاق البث الاذاعي الإستوائي,"Tropenbereich, <im Rundfunk> m",tropical (broadcasting) band,banda tropical (de emisión),"bande (de radiodiffusion) tropicale, f",banda (di radiodiffusione) tropicale,トロピカルバンド,열대 지역 방송 대역,zakres częstotliwości radiodyfuzji tropikalnej,banda (de radiodifusão) tropical,tropiskt rundradioband,
723-02-49,coverage area (of a broadcasting transmitter),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-49,منطقة التغطية (لمرسل البث الاذاعي),"Bedeckungsgebiet, <eines Rundfunksenders> nABGELEHNT: Versorgungsgebiet, n",coverage area (of a broadcasting transmitter)service area (deprecated in this sense),zona de cobertura (de un emisor de radiodifusión sonora o audiovisual)zona de servicio (desaconsejada en este sentido),zone de couverture (d'un émetteur de radiodiffusion sonore ou de télévision) fzone de service (terme déconseillé dans ce sens) f,area di copertura,"カバレージエリア, <放送局の>","통신 가능 구역, <방송 송신기>",obszar zasięgu (stacji radiodyfuzyjnej),zona de cobertura (de um emissor de radiodifusão sonora ou de televisão),täckningsområde,
723-02-50,coverage (of a broadcast transmitter),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-50,تغطيّة (مرسل بثّ إذاعي),"Größe des Bedeckungsgebiets, <eines Rundfunksenders> f",coverage (of a broadcast transmitter),cobertura (de un emisor de radiodifusión sonora o audiovisual),couverture (d'un émetteur de radiodiffusion sonore ou de télévision) f,copertura,"カバレージ, <放送局の>","통신 가능, <방송 송신기>",zasięg (stacji radiodyfuzyjnej),cobertura (de um emissor de radiodifusão sonora ou de televisão),täckning,
723-02-51,service area (of a broadcast transmitter),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-51,منطقة خدمة (مرسل البث ),"Versorgungsgebiet, <eines Rundfunksenders> nABGELEHNT: Bedeckungsgebiet",service area (of a broadcast transmitter)coverage area (deprecated in this sense),zona de cobertura (desaconsejado en este sentido)zona de servicio (de un emisor de radiodifusión sonora o audiovisual),zone de service (d'un émetteur de radiodiffusion sonore ou de télévision) fzone de couverture (terme déconseillé dans ce sens) f,area di servizio,"サービスエリア, <放送局の>","서비스 지역, <방송 송신기>",obszar obsługiwania (stacji radiodyfuzyjnej),zona de serviço (de um emissor de radiodifusão sonora ou de televisão),betjäningsområde,
723-02-52,monitoring station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-52,محطة مراقبة,"Rundfunk-Überwachungsstelle, f",monitoring stationmonitoring centre,estación de recepción (centro de recepción),station de réception (de radiodiffusion) fcentre de réception (de radiodiffusion) m,stazione di controllo,モニタ局,감시국,stacja kontrolna centrum kontrolne,estação de recepção (de radiodifusão),kontrollstation,
723-02-53,individual reception (in sate llite broadcasting),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-53,إستقبال فردي (للبثّ بالقمر الصناعي),"Einzelempfang, <im Satellitenrundfunk> m",individual reception (in sate llite broadcasting),recepción individual,réception individuelle (en radiodiffusion par satellite) f,ricezione individuale,"個別受信, <衛星放送の>","개별 수신, <위성 방송>",odbiór indywidualny (w radiodyfuzji satelitarnej),recepção individual (em radiodifusão por satélite),individuell mottagning,
723-02-54,community reception,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-54,استقبال جماعي,"Gemeinschaftsempfang, <im Satellitenrundfunk> m",community reception,recepción colectiva,"réception communautaire, fréception collective, f",ricezione comunitaria,共同受信,공동 수신,odbiór zbiorowy,recepção colectivarecepção comunitária,kollektiv mottagning,
723-02-55,(transmission) break,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-55,انقطاع (إرسال),"Unterbrechung, <der Übertragung> fProgrammausfall, m",(transmission) breakinterruption of transmission,corte (de transmisión)interrupción (de transmisión),coupure (de transmission) finterruption (de transmission) f,interruzione (di trasmissione),放送の中断中断,송신 중단,przerwa w nadawaniu (programu),corte (de transmissão),sändningsavbrott,
723-02-56,automatic monitoring equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-02-56,معدّة مراقبة آليّة,"automatische Überwachungseinrichtung, f",automatic monitoring equipment,,signaleur (de défaut) m,apparecchaitura di controllo automatica,自動モニタ装置,자동 감시 장비,urządzenie kontroli automatycznej,sinalizador (de defeito),automatisk kontrollutrustning,
723-03-01,sound control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-03-01,التحكم بالصوت,"Tontechnik, f",sound control,control de sonido,"prise de son, f",controllo del suono,音声信号制御,음향 제어,sterowanie dźwięku,tomada de som,ljudkontroll,
723-03-02,sound supervisor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-03-02,مشرف الصوت,"Toningenieur, m",sound supervisor,supervisor de sonidos,"preneur de son, m",supervisore del suono,音声係,음향 감독,kontroler dźwięku,operador de tomada de som,ljudtekniker,
723-03-03,sound control desk,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=723-03-03,طاولة التحكم بالصوت,"Tonregietisch, mTonregiepult, n",sound control desksound control console,panel de control de sonido,"console de prise de son, fpupitre de prise de son, m",tavolo di controllo del suono,音声制御卓,음향 제어 데스크음향 제어 콘솔음향 제어 탁상,stół sterowania dźwięku,consola de tomada de som,ljudkontrollbord,
