term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sl,sv,zh
712-04-41,shielded-loop antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-41,هوائى بحلقة محجوبة,"geschirmte Rahmenantenne, f",shielded-loop antenna,antena de cuadro blindado,suojattu kehäantenni,"cadre blindé, m",antenna ad anello schermato,シールドループアンテナ,차폐 루프 안테나,antena ramowa ekranowana,antena em quadrado blindado,oklepljena okvirna antena,skärmad ramantenn,屏蔽环形天线
712-04-42,magnetic core antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-42,هوائي بقلب مغناطيسي,"Magnetkernantenne, f",magnetic core antenna,antena de núcleo magnético,magneettisydänantenni,"antenne à noyau magnétique, f",antenna a nucleo magnetico,磁気コアアンテナ,자심 안테나,antena z rdzeniem magnetycznym,antena de núcleo magnético,antena z magnetnim jedrom,ramantenn med magnetkärna,磁芯天线
712-04-43,ferrite rod antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-43,هوائي بقضيب حديدي,"Ferritstabantenne, f",ferrite rod antenna,antena barra de ferrita,ferriittiantenni,"(antenne à) ferrite, f",antenna a ferrite,フェライトロッドアンテナ,페라이트 막대 안테나,antena ferrytowa,antena de ferrite,antena s feritnim jedromferitna antena,ferritantenn,铁氧体棒天线
712-04-44,clover-leaf antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-44,هوائي على شكل ورقة البرسيم,"Kleeblattantenne, f",clover-leaf antenna,antena hoja de trébol,apila-antenni,"antenne en trèfle, f",antenna a quadrifoglio,クローバー形アンテナ,클로버 잎 안테나,antena koniczynowa,antena em trevo,deteljasta antena,klöverbladsantenn,苜蓿叶形天线
712-04-45,Bellini-Tosi antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-45,هوائى بيلينى توسى,"Bellini-Tosi-Richtantenne, fKreuzrahmenantenne, f",Bellini-Tosi antenna,antena de Bellini-Tosi,Bellinin-Tosin antenni,"antenne Bellini-Tosi, f",antenna Bellini-Tosi,ベリニ・トシ・アンテナ,벨리니토시 안테나 벨리니토시 안테나,antena Belliniego-Tosiego,antena Bellini-Tosi,antena Bellini-Tosikrižnozančna antena,Bellini-Tosi-antenn,贝利尼-托西天线
712-04-51,monopole (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-51,هوائى أحادى القطب,"Monopolantenne, fMonopol, n",monopole (antenna)unipole (antenna),antena unipolarmonopolo (antena),monopolimonopoliantenni,"antenne unipolaire, f",monopolo,モノポール（アンテナ）,단극 안테나,antena unipolowa   unipol,monoploantena unipolar,monopolmonopolska antena,monopol,单极子天线单极天线
712-04-52,sleeve monopole (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-52,هوائى أحادى القطب كمى,"Hülsenmonopol, nViertelwellen-Hülsenstrahler, m",sleeve monopole (antenna)sleeve stub (antenna) (antenna),monopolo de manguito (antena),vaippamonopoli,"antenne unipolaire à manchon, f",monopolo con manicottomonopolo a cannocchiale,スリーブモノポール（アンテナ）,슬리브 단극 안테나슬리브 스터브 안테나,unipol mankietowy,monopolo com mangaantena unipolar com manga,rokavni monopolrokavna monopolska antena,ärmmonopol,套筒单极子天线
712-04-53,folded monopole (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-53,هوائى أحادى القطب مطوى,"Faltmonopol, nViertelwellen-Faltantenne, f",folded monopole (antenna)folded unipole (antenna),antena unipolar plegadamonopolo plegado (antena),taittomonopoli,"antenne unipolaire repliée, f",monopolo ripiegato,折り返しモノポール（アンテナ）,접힌 단극 안테나,unipol pętlowy,monopolo dobradoantena unipolar dobrada,prepognjeni monopolprepognjena monopolska antena,vikt monopol,折合单极子天线折合单极天线
712-04-54,vertical monopole (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-54,هوائي أحادي القطب عمودي,"Vertikalantenne, fVertikalmonopol, n",vertical monopole (antenna)vertical unipole (antenna),antena unipolar verticalmonopolo vertical (antena),pystymonopoli,"antenne verticale au sol, f",monopolo verticale,垂直モノポール（アンテナ）,수직 단극 안테나,unipol pionowy,monopolo verticalantena vertical,vertikalni monopolvertikalna monopolska antena,vertikalantenn,垂直单极子天线垂直单极天线
712-04-55,whip antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-55,هوائى بشكل سوط,"Peitschenantenne, f",whip antenna,antena látigo,piiska-antenni,"(antenne) fouet, m",baffo,ホイップアンテナ,휩 안테나,antena prętowa,antena em chicote,bičasta antena,sprötantenn,鞭状天线
712-04-56,ground-plane antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-56,هوائي مستوي أرضي,"Antenne mit Gegengewicht, fGroundplane-Antenne, f",ground-plane antenna,antena de plano de tierra,maatasoantenni,"antenne à plan de sol, f",antenna ground-plane,グラウンドプレーンアンテナ,지평면 안테나,antena ground-plane,antena em plano de terra,antena s protiutežjo,jordplansantenn,地平面天线
712-04-57,ground system (of an antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-57,نظام التأريض (للهوائي),"Erdsystem, <einer Antenne> n",ground system (of an antenna)earth system,sistema de tierra (de una antena),maatasojärjestelmä,"réseau de terre, m(prise de) terre (terme déconseillé dans ce sens) f",sistema di terra,接地装置,"접지계, <안테나>",układ uziemienia (anteny),sistema de terra,ozemljitveni sistem antene,jordnät,"接地系统, <天线的>"
712-04-58,earth mat,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-58,شبكة التأريض,"Erdmatte, f",earth matground mat,rejilla de tierratrenza de tierra,maaverkko,"tapis de sol, m",rete di terra,アースマット,접지깔판접지매트,sieć uziemienia,tapete de terra,ozemljitvena mreža,motviktsnät,地面网
712-04-59,"counterpoise, <of an antenna>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-59,"ثقل موازن, <للهوائي>","Gegengewicht, <einer Antenne> n","counterpoise, <of an antenna>",contrapeso,vastapaino,"contrepoids, <d'une antenne> m",contrapeso,"カウンターポイズ, <アンテナ>","카운터포이즈, <안테나>평형매설접지","przeciwwaga, <anteny> f",contrapeso,protiutež,motvikt,"低架地网, <天线的>"
712-04-60,intermediate feed antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-60,هوائى تغذية متوسطة,"zwischengespeiste Antenne, f",intermediate feed antenna,antena con alimentación intermedia,välisyöttöantenni,"antenne à alimentation intermédiaire, f",antenna ad alimentazione intermedia,中間フィードアンテナ,중간 급전 안테나,antena zasilana bocznikowo,antena de alimentação intermédia,antena z odcepnim napajanjem,osymmetriskt matad vertikalantenn,中馈天线
712-04-61,series-loaded antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-61,هوائى تحميل متوالى,"Antenne mit Reaktanzen in Serie, f",series-loaded antenna,antena con carga serie,sarjakuormitettu antenni,"antenne à charge série, f",antenna caricata in serie,直列負荷型アンテナ,직렬 장하 안테나,antena z obciążeniem szeregowym,antena de carga série,antena z zaporednimi reaktancami,seriebelastad antenn,串联加载天线
712-04-62,end capacitor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-62,مكثّف نهايةِ,"Dachkapazität, fEndkapazität, fkapazitives Dach, n, (abgelehnt)",end capacitorcapacity top (deprecated),capacidad terminal,päätykapasitanssi,"capacité terminale, f",capacità terminale,終端コンデンサ,종단 커패시터,pojemność końcowa,condensador terminal,vrhnji kondenzator,kapacitiv ändbelastning,端电容器
712-04-63,top-loaded antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-63,هوائي علوي التحميل,"Antenne mit Dachkapazität, f",top-loaded antenna,antena con capacidad de tope,huippukapasitanssiantenni,"antenne à capacité terminale, f",antenna caricata (capacitivamente),トップロードアンテナ,정점 장하 안테나,antena z obciążeniem końcowym,antena com condensador terminal,antena z vrhnjim kondenzatorjem,toppbelastad antenn,顶端加载天线
712-04-64,flat-top antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-64,هوائي  القمة المسطحة,"Antenne mit flacher Dachkapazität, f",flat-top antenna,antena de tope plano,tasalatva-antenni,"antenne en nappe, f",antenna a padiglione,平頂アンテナ,평마루 안테나,antena z płaskim końcem,antena em toalha,antena s ploščatim vrhnjim kondenzatorjem,skivtoppbelastad antenn,平顶天线
712-04-65,umbrella antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-65,هوائي على شكل مظلة,"Schirmantenne, f",umbrella antenna,antena paraguas,sateenvarjoantenni,"antenne parapluie, f",antenna a ombrello,傘形アンテナ,우산형 안테나,antena parasolowa,antena em chapéu de chuva,antena z dežnikastim kondenzatorjem,paraplyantenn,伞形天线
712-04-66,inverted-L antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-66,هوائي على شكل L  معكوسة,"umgekehrte L-Antenne, fL-Antenne, f",inverted-L antenna,antena en L invertida,L-antenni,"antenne en L renversé, f",antenna a L rovesciato,逆L型アンテナ,전환 엘형 안테나,antena typu L,antena em L invertido,antena L,inverterat-L-antenn,倒L形天线
712-04-67,T antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-67,هوائي على شكل T,"T-Antenne, f",T antenna,antena en T,T-antenni,"antenne en T, f",antenna a T,T字アンテナ,티형 안테나,antena typu T,antena em T,antena T,T-antenn,T形天线
712-04-68,inclined - V antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-68,هوائي على شكل V مائلة,"geneigte V-Antenne, f",inclined - V antenna,antena en V inclinada,kallistettu V-antenni,"antenne en V incliné, f",antenna a V inclinato,傾斜V字アンテナ,경사 브이형 안테나,antena typu V nachylona,antena em V inclinado,nagnjena antena V,lutande-Y-antenn,斜V形天线
712-04-69,inverted - V antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-69,هوائي  شكل V معكوسة,"umgekehrte V-Antenne, f",inverted - V antenna,antena en V invertida,käännetty V-antenni,"antenne en V renversé, f",antenna a V invertito,逆V字アンテナ,역 브이형 안테나,antena typu V odwrócone,antena em V invertido,antena v obliki narobe obrnjenega V,inverterat-Y-antenn,倒V形天线
712-04-70,long-wire antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-70,هوائى طويل السلك,"Langdrahtantenne, f",long-wire antenna,antena de hilo largo,pitkälanka-antenni,"antenne à longs fils, f",antenna a fili lunghi,長導波アンテナ,장도파 안테나긴 선상 안테나,antena długoprzewodowa,antena de fios longos,dolgožična antena,långtrådsantenn,长线天线
712-04-71,Beverage antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-71,هوائى بيفيراج,"Beverage-Antenne, f",Beverage antenna,antena Beverage,Beveragen antenni,"antenne Beverage, f",antenna Beverage,ビバレージアンテナ,베버리지 안테나,antena Beverage’a,antena Beverage,antena Beverage,Beverage-antenn,贝弗里其天线
712-04-72,rhombic antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-72,هوائي على شكل معين,"Rhombusantenne, f",rhombic antenna,antena rómbica,rombiantenni,"(antenne) losange, m",antenna a rombo,菱形アンテナ,마름모 안테나롬빅 안테나,antena rombowa,antena rômbica,rombna antena,rombantenn,菱形天线
712-04-73,multiple-unit steerable array,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-73,مصفوفة هوائي متعددة الوحدات قابلة للتوجيه,"MUSA-Antenne, fGruppenantenne mit schwenkbarer Richtcharakteristik, f",multiple-unit steerable arraymusa antenna,antena MUSAconjunto orientable de unidades múltiples,vaiheohjauksinen rombiryhmä,"antenne MUSA, f",schiera a scansione,マルチユニット型ステアラブルアレイ,다중 장치 조절 배열무사 안테나,układ wieloelementowy sterowalny,antena MUSA,antena MUSAvečelementni usmerljivi antenski niz,musa-antenn,多元可控阵
712-04-81,curtain antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-81,هوائي على شكل ستاره,"Vorhangantenne, fAntennenwand, f",curtain antenna,antena cortina,verhoantenni,"antenne rideau, frideau (d'antennes), m",antenna a cortina,カーテンアンテナ,커튼 안테나,antena ścianowa,antena em cortina,zavesna antena,antennmatta,幕形天线
712-04-82,dipole-curtain antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-82,هوائي ستاره ثنائي القطب,"Dipolantennenwand, f",dipole-curtain antenna,antena cortina de dípolos,dipoliverhoantenni,"rideau de doublets, m",antenna a cortina di dipoli,ダイポールカーテンアンテナ,쌍극 커튼 안테나,antena ścianowa dipolowa,antena em cortina de dipolos,dipolska zavesna antena,dipolmatta,偶极子-幕形天线
712-04-83,Chireix-Mesny antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-83,هوائى شيركس - ميسنى,"Chireix-Mesny-Antenne, f",Chireix-Mesny antenna,antena de Chireix-Mesny,Chireixin-Mesnyn antenni,"antenne Chireix-Mesny, f",antenna Chireix-Mesny,Chireix-Mesnyアンテナ,처렉스-메스니 안테나,antena Chireix-Mesny,antena Chireix-Mesny,Chireix-Mesnyjeva antena,,奇雷斯-梅尼天线
712-04-84,Franklin antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-84,هوائى فرانكلين,"Franklin-Antenne, f",Franklin antenna,antena Franklin,Franklinin antenni,"antenne Franklin, f",antenna Franklin,フランクリンアンテナ,프랭클린 안테나,antena Franklina,antena Franklin,Franklinova antena,Franklin-antenn,富兰克林天线
712-04-85,panel of radiating dipoles,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-85,لوحة لثنائيات القطب المشعة,"Dipolfeld, nDipolstrahlerfeld, n",panel of radiating dipoles,panel de dípolos radiantes,dipolipaneeli,"panneau de doublets, m",pannello di dipoli,放射ダイポールのパネル,방사 쌍극 반,panel dipoli promieniujących,painel de dipolos,dipolsko polje,dipolpanel,辐射偶极子盘
712-04-86,Chebyshev array,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-86,مصفوفة شيبايشيف,"Tschebyschew-Gruppe, fDolph-Tschebyschew-Gruppe, f",Chebyshev arrayDolph-Chebyshev array,conjunto Chebyshevconjunto de Dolph Chebyshev,Tsebysevin antenni,"réseau de Dolph Chebyshev, mréseau de Dolph Tchebycheff, m",schiera Dolph-Chebyashev,チェビシェフアレイ,체비세프 배열돌프-체비세프 배열,układ antenowy Czebyszewa  układ Czebyszewa  układ antenowy Dolph-Czebyszewa  układ Dolph-Czebyszewa,rede de Dolph-Chebyshev,Dolph-Chebyshev niz,Chebyshev-antenn,契比雪夫阵道尔夫-契比雪夫阵
712-04-87,microstrip antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-87,هوائي شريطي دقيق,"Microstrip-Antenne, fStreifenleiterantenne, f",microstrip antenna,antena de microcinta,mikroliuska-antenni,"antenne microruban, f",antenna a microstriscia,マイクロストリップアンテナ,마이크로스트립 안테나,antena mikropaskowa,antena de microfita,mikrotrakasta antena,mikrostripantenn,微带天线
712-04-88,Yagi-Uda antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-88,هوائي ياغي أودا,"Yagi-Uda-Antenne, fYagi-Antenne, f",Yagi-Uda antennaYagi antenna,antena Yagiantena Yagi-Uda,jagiYagin antenni,"(antenne) Yagi, fantenne Yagi-Uda, f",antenna Yagiantenna Yagi-Uda,八木・宇田アンテナ,야기-유다 안테나야기 안테나,antena Yagi antena Yagi-Uda,antena Yagi-Uda,antena Yagi-Uda,Yagi-antenn,八木天线
712-04-89,cigar antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-89,هوائي على شكل سيجار,"Zigarrenantenne, f",cigar antenna,antena cigarro,sikariantenni,"(antenne) cigare, m",antenna a sigaro,シガーアンテナ,시가 안테나,antena cygarowa,antena em charuto,cigarasta antena,cigarrantenn,雪茄形天线
712-04-90,helix antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-90,هوائى حلزونى,"Wendelantenne, f",helix antenna,antena helicoidal,kierukka-antenni,"(antenne en) hélice, f",antenna ad elica,らせんアンテナ,나선 안테나,antena śrubowa antena helikoidalna,antena em hélice,vijačna antena,helixantenn,螺线天线
712-04-91,dielectric rod antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-91,هوائي بقضيب عازل,"dielektrische Stabantenne, fStielantenne, f",dielectric rod antenna,antena de barra dieléctrica,dielektrinen sauva-antenni,"antenne (à tige) diélectrique, f(antenne) cierge, m",antenna a asta dielettrica,誘電体棒アンテナ,유전체 막대 안테나,antena z prętem dielektrycznym,antena de haste dieléctrica,dielektrično palična antena,dielektrisk stavantenn,介质棒天线
712-04-92,log-periodic antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-92,هوائى لوغاريتمى دورى,"logarithmisch-periodische Antenne, f",log-periodic antenna,antena log-periódica,logperiodinen antenni,"antenne log-périodique, f",antenna log-periodica,対数周期アンテナ,대수 주기 안테나,antena logarytmicznie-periodyczna,antena logaritmica-periódica,logaritemska periodična antena,l0gperiodisk antenn,对数周期天线
712-04-93,equiangular spiral antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-04-93,هوائى حلزونى متساوى الزوايا,"logarithmische Spiralantenne, f",equiangular spiral antenna,antena espiral equiangular,vakiokulmaspiraaliantenni,"antenne spirale équiangulaire, f",antenna a spirale equiangolare,等角らせんアンテナ,등각 나선형 안테나,antena spiralna równokątna,antena em espiral equiangular,enakokotna spiralasta antena,spiralantenn,等角螺旋天线
712-05-01,aperture (of an antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-01,فتحة (لهوائى),"strahlende Apertur, <einer Antenne> fApertur, <einer Antenne> f",aperture (of an antenna)radiating aperture (of an antenna),apertura (de una antena)apertura radiante (de una antena),apertuuri,"ouverture (rayonnante), fouverture (radioélectrique), f",apertura (di un'antenna)apertura irradiante,開口面,"개구, <안테나>방사 개구",apertura promieniująca (anteny) apertura (anteny),abertura (radiante) (de uma antena),odprtina antenesevalna odprtina antene,apertur,"口面, <天线的>口径, <天线的>"
712-05-02,aperture illumination (function),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-02,إضاءة فتحةِ (وظيفة),"Aperturbelegungsfunktion, fAperturbelegung, fAperturausleuchtungsfunktion, fAperturausleuchtung, f",aperture illumination (function),iluminación de apertura (función),valaisufunktio,(fonction d') illumination (d'une ouverture) f,(funzione di) illuminazione d'apertura,開口面感度,"개구 조도, <함수>",oświetlenie apertury (jako funkcja matematyczna),(função de) iluminação de abertura,osvetlitev odprtine funkcija,aperturfältfördelning,"口面照射, <函数>"
712-05-03,illumination pattern,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-03,نمط الإضاءة,"Aperturbelegungsdiagramm, nAperturausleuchtungsdiagramm, n",illumination patternillumination diagram,diagrama de iluminación,valaisukuvio,diagramme d'illumination (d'une ouverture) (d'une ouverture) m,diagramma d'illuminazione,感度パターン,조도 유형조도 도표,charakterystyka oświetlenia (ujęcie graficzne),diagrama de iluminação de abertura,diagram osvetlitvevzorec osvetlitve,fältfördelningsdiagram,照射图形
712-05-04,tapered distribution (of a field over an aperture),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-04,توزيع مخروطى (للمجال فوق الفتحة),"zum Rand abfallende Belegung, <eines Feldes über eine Apertur> f",tapered distribution (of a field over an aperture)gabled distribution (of a field over an aperture) (deprecated),distribución en campana (del campo sobre una apertura),suipennettu syöttöjakauma,répartition en cloche (du champ sur une ouverture) fdistribution en cloche (du champ sur une ouverture) f,distribuzione rastremata (tapered),テーパ状分布,"박공형 분포, <개구위 전기장>",rozkład malejący (pola nad aperturą),distribuição em sino (do campo sobre uma abertura),upadajoča porazdelitev polja v odprtini,avtagande fältfördelning,"锥削分布, <超过一个口面的场>"
712-05-05,aperture illumination efficiency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-05,كفاءة إضاءة الفتحة,"Aperturbelegungswirkungsgrad, mAperturausleuchtungswirkungsgrad, m",aperture illumination efficiency,eficiencia de iluminación de aperturafactor de iluminación,apertuurin valaisuhyötysuhde,facteur d'illumination (d'une ouverture) mrendement d'ouverture (terme déconseillé dans ce sens) m,efficienza d'illuminazione d'apertura,開口面感度効率,개구 조도 효율,skuteczność oświetlenia apertury,factor de iluminação de abertura,izkoristek osvetlitve odprtine,aperturverkningsgrad,口面照射效率
712-05-06,antenna efficiency (for an aperture-type antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-06,كفاءة الهوائى ( للهوائى ذو الفتحة),"Antennenwirkungsgrad, <einer Aperturantenne> m",antenna efficiency (for an aperture-type antenna),eficiencia de antena (para una antena del tipo apertura)rendimiento de apertura,apertuurihyötysuhde,"rendement d'ouverture, m",efficienza dell'antenna,アンテナ効率,"안테나 효율, <개구형 안테나>",sprawność anteny (dla anteny z aperturą),eficiência de aberturarendimento de abertura,izkoristek antene pri odprtinski anteni,,"无线效率, <用于孔径型天线>"
712-05-11,reflector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-11,عاكس,"Reflektor, mReflektorfläche, f",reflectorreflecting surface,reflectorsuperficie reflectora,heijastinpinta,"réflecteur, m",riflettoresuperficie riflettente,反射器,반사기반사면,reflektor  powierzchnia odbijająca,reflector,reflektorzrcalo,reflektor,反射器反射面
712-05-12,passive reflector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-12,عاكس غير فعال,"passiver Reflektor, m",passive reflector,reflector pasivo,passiivinen heijastin,"réflecteur déviateur, mréflecteur passif (terme déconseillé) m",riflettore passivo,受動反射器,수동 반사기,reflektor pasywny,reflector passivo,pasivni reflektorpasivno zrcalo,fri reflektor,无源反射器
712-05-13,focusing reflector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-13,عاكس تركيزى,"bündelnder Reflektor, mfokussierender Reflektor, m",focusing reflector,reflector focalizador,kohdistava heijastin,"réflecteur focalisant, m",riflettore focalizzato,集束反射器,집속 반사기,reflektor ogniskujący,reflector focalizante,fokusirni reflektorfokusno zrcalo,fokuserande reflektor,聚焦反射器
712-05-14,main reflector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-14,عاكس رئيسي,"Hauptreflektor, m",main reflector,reflector principal,pääheijastin,"réflecteur principal, m",riflettore principale,主反射器,주반사기,reflektor główny,reflector principal,primarni reflektorglavni reflektor,huvudreflektor,主反射器
712-05-15,sub-reflector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-15,عاكس ثانوي,"Hilfsreflektor, mSubreflektor, m",sub-reflector,subreflector,apuheijastin,"réflecteur secondaire, m",sub-riflettore,副反射器,부반사기,reflektor pomocniczy,reflector secundário,sekundarni reflektor,subreflektor,副反射器
712-05-16,lattice reflector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-16,عاكس شبكى,"Gitterreflektor, m",lattice reflector,reflector de rejilla,hilaheijastin,"réflecteur grille, m",riflettore a griglia,格子反射器,격자형 반사기,reflektor kratowy,reflector em grelha,rešetkasti reflektor,gallerreflektor,栅状反射器
712-05-17,paraboloidal reflector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-17,عاكس  بمقطع مكافيء ناقص,"Paraboloidreflektor, m",paraboloidal reflector,reflector parabólico,paraboloidiheijastin,"réflecteur parabolique, m",riflettore parabolico,放物面反射器,포물 반사기파라볼라 반사기,reflektor paraboloidalny,reflector parabólico,paraboloidni reflektor,parabolparabolisk reflektor,抛物面反射器
712-05-18,cylindrical reflector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-18,عاكس إسطواني,"Zylinderreflektor, m",cylindrical reflector,reflector cilíndrico,sylinteriheijastin,"réflecteur cylindrique, m",riflettore cilindrico,円筒反射器,원통형 반사기,reflektor cylindryczny,reflector cilíndrico,cilindrični reflektor,cylindrisk reflektor,圆柱面反射器
712-05-19,spherical reflector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-19,عاكس كروي,"sphärischer Reflektor, m",spherical reflector,reflector esférico,palloheijastin,"réflecteur sphérique, m",riflettore sferico,球面反射器,구형 반사기,reflektor sferyczny,reflector esférico,sferični reflektorkrogelni reflektor,sfärisk reflektor,球面反射器
712-05-20,toroidal reflector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-20,عاكس حلقى,"Ringreflektor, mToroid-Reflektor, m",toroidal reflector,reflector toroidal,toroidiheijastin,"réflecteur toroïdal, m",riflettore toroidale,トロイダル反射器,도넛형 반사기,reflektor toroidalny,reflector toroidal,toroidni reflektor,toroidreflektor,环面反射器
712-05-21,parabolic torus reflector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-21,عاكس محدب قطعيّ مكافئ,"Parabolringreflektor, mParabol-Toroid-Reflektor, m",parabolic torus reflector,reflector en toro parabólico,parabolinen torusheijastin,"réflecteur en tore parabolique, m",riflettore a toro parabolico,パラボラトーラス反射器,접시형 원환면 반사기접시형 토러스 반사기,reflektor torusowy paraboliczny,reflector em toro parabólico,parabolni toroidni reflektor,parabolisk toroidreflektor,抛物环面反射器
712-05-22,dihedral corner reflector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-22,عاكس زاويةِ ثنائي السّطحِ,"Zweiflächen-Winkelreflektor, m",dihedral corner reflector,reflector dihédrico,kulmaheijastin,"réflecteur en dièdre, m",riflettore a diedro,2面体反射器,이 면각 모서리 반사기이 면각 반사기,reflektor kątowy dwuścienny,reflector em diedro,dvoploskovni kotni reflektor,vinkelreflektor,双面角形反射器
712-05-23,trihedral corner reflector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-23,عاكس زاويةِ ثلاثى السطح,"Dreiflächen-Winkelreflektor, m",trihedral corner reflector,reflector trihédrico,soppiheijastin,"réflecteur en trièdre, m",riflettore a triedro,3面体反射器,삼 면각 모서리 반사기삼 면각 반사기,reflektor kątowy trójścienny,reflector em triedo,triploskovni kotni reflektor,hörnreflektor,三面角形反射器
712-05-24,reflector antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-24,هوائى عاكس,"Reflektorantenne, f",reflector antenna,antena de reflector,heijastinantenni,"antenne à réflecteur, f",antenna a riflettore,反射鏡アンテナ,반사기 안테나,antena reflektorowa,antena de reflector,reflektorska antena,reflektorantenn,反射器天线
712-05-25,spherical reflector antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-25,هوائى عاكس كروى,"sphärische Reflektorantenne, f",spherical reflector antenna,antena de reflector esférico,palloheijastinantenni,"antenne à réflecteur sphérique, f",antenna riflettore sferico,球面反射鏡アンテナ,구형 반사기 안테나,antena z reflektorem sferycznym,antena de reflector esférico,sferična reflektorska antena,sfärisk reflektorantenn,球面反射器天线
712-05-26,paraboloidal reflector antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-26,هوائى عاكس قطعى مكافئ,"Paraboloidreflektorantenne, fParabolantenne, f",paraboloidal reflector antenna,antena de reflector parabólico,paraboloidiantenni,"antenne parabolique, fparabole (terme déconseillé dans ce sens) f",antenna riflettore parabolico,放物面反射鏡アンテナ,포물면 반사기 안테나,antena z reflektorem paraboloidalnym,antena parabólica,paraboloidna reflektorska antena,parabolantenn,抛物面反射器天线
