term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,mn,pl,pt,ru,sr,sv,zh
313-03-10,transducer with offset zero,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-03-10,محوّل إشارة ذو صفر مزاح,"Messumformer mit versetztem Nullpunkt, m",transducer with offset zerotransducer with live zero,transductor de cero decalado,…..,"transducteur à zéro décalé, m",trasduttore con (lo) zero traslato,ゼロシフト出力変換器,편향영점 변환기활선영점 변환기,тэг тохируулгатай хувиргуур,przetwornik o przesuniętym zerze,transdutor de zero desviado,преобразователь со смещенным нулем,"претварач са помаком нуле, м јд",omvandlare med förvalt nolläge,偏置零位变送器带电零位变送器
313-03-11,transducer with suppressed zero,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-03-11,مُحول إشارة مُزال الصفر,"Messumformer mit unterdrücktem Nullpunkt, m",transducer with suppressed zero,transductor de cero suprimido,…..,"transducteur à zéro supprimé, m",trasduttore con (lo) zero soppresso,ゼロ抑制出力変換器,영점억제 변환기,хассан тэгтэй хувиргуур,przetwornik bezzerowy,transdutor de zero suprimido,преобразователь с подавленным нулем,"претварач са потиснутом нулом, м јд",omvandlare med undertryckt nollpunkt,隐零位变送器
313-03-12,single element transducer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-03-12,مُحول إشارة أُحادي العنصر,"Einfachmessumformer, m",single element transducer,transductor de un solo elemento de medida,yksielementtimuunnin,"transducteur à élément de mesure unique, m",trasduttore di un solo elemento di misura,単一素子変換器,단일소자 변환기,нэг элементтэй хувиргуур,przetwornik o pojedynczym układzie pomiarowym,transdutor de elemento simples,преобразователь с одним элементом,"претварач са једним елементом, м јд",ettelementsomvandlare,单元件变送器
313-03-13,multi-element transducer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-03-13,مُحول إشارة مُتعدّد العناصر,"Mehrfachmessumformer, m",multi-element transducer,transductor de múltiples elementos de medida,monielementtimuunnin,"transducteur à éléments de mesure multiples, m",trasduttore di elementi di misura multipli,多素子変換器,다소자 변환기,олон элементтэй хувиргуур,przetwornik wieloukładowy,transdutor de elementos múltiplos,многоэлементный преобразователь,"претварач са више елемената, м јд",flerelementsomvandlare,多元件变送器
313-03-14,multi-section transducer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-03-14,مُحول إشارة مُتعدّد الأقسام,"mehrteiliger Messumformer, m",multi-section transducer,transductor de secciones múltiples,monipiirimuunnin,"transducteur à sections multiples, m",trasduttore a sezioni multiple,多機能変換器,다기능 변환기,олон хэсэгтэй хувиргуур,przetwornik wielosekcyjny,transdutor de secções múltiplas,многосекционный преобразователь,"претварач са више секција, м јд",flerkretsomvandlare,组合变送器
313-04-01,constant voltage power supply,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-04-01,تغذية ثابتة الجهد,"Konstantspannung-Stromversorgungsgerät, n",constant voltage power supply,alimentación estabilizada en tensión,vakiojännitelähde,"alimentation stabilisée en tension, f",alimentazione stabilizzata in tensione,安定化定電圧電源,정전압 전원 장치,тогтвортой хүчдэлийн хангамж,zasilacz stabilizowany napięcia,fonte de alimentação estabilizada em tensão,источник питания постоянного напряжения,"извор напајања константним напоном, м јд",konstantspänningsaggregat,恒压电源
313-04-02,constant current power supply,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-04-02,تغذية ثابتة التيار,"Konstantstrom-Stromversorgungsgerät, nKonstantstromquelle, f",constant current power supply,alimentación estabilizada en intensidad,vakiovirtalähde,"alimentation stabilisée en courant, f",alimentazione stabilizzata in corrente,安定化定電流電源,정전류 전원 장치,тогтвортой гүйдлийн хангамж,zasilacz stabilizowany prądu,fonte de alimentação estabilizada em corrente,источник питания постоянного тока,"извор напајања константном струјом, м јд",konstantströmsaggregat,恒流电源
313-04-03,constant voltage/constant current power supply,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-04-03,تغذية ثابتة الجهد/ ثابتة التيار,"Konstantspannung-Konstantstrom-Stromversorgungsgerät, n",constant voltage/constant current power supply,alimentación estabilizada en tensión/intensidad,vakiojännite-vakiovirtalähde,"alimentation stabilisée en tension/courant, f",alimentazione stabilizzata in tensione/corrente,安定化定電圧/定電流電源,정전압/정전류 전원,эрчим хүчний тогтвортой хүчдэл /тогтвортой гүйдлийн хангамж,zasilacz stabilizowany napięcia i prądu,fonte de alimentação estabilizada em tensão ou corrente,источник питания постоянного напряжения и постоянного тока,"извор напајања константним напоном/константном струјом, м јд",konstantspänningsaggregat med strömgräns,恒压/恒流电源
313-05-01,(electron beam) oscilloscope,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-05-01,مشاوف (مبينات) ذبذبه (لشعاع إلكترون),"Elektronenstrahloszilloskop, n",(electron beam) oscilloscope,osciloscopio (catódico),oskilloskooppikatodisädeoskilloskooppi,"oscilloscope (cathodique), m",oscilloscopio (catodico),オシロスコープ電子ビームオシロスコープ,전자빔 오실로스코프,электрон цацрагийн осциллоскоп,oscyloskop katodowyoscyloskop,osciloscópio (catódico),(электроннолучевой) осциллоскоп,"катодни осцилоскоп , м јд",katodstråleoscilloskop,电子束示波器示波器
313-05-02,measuring oscilloscope,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-05-02,مشواف (مبين) قياس الذبذبة,"Messoszilloskop, n",measuring oscilloscope,osciloscopio de medida,mittausoskilloskooppi,"oscilloscope de mesure, m",oscilloscpio di misura,測定用オシロスコープ,측정용 오실로스코프,хэмжлийн осциллоскоп,oscyloskop pomiarowy,osciloscópio de medição,измерительный осциллоскоп,"мерни осцилоскоп, м јд",mätoscilloskop,测量示波器
313-05-03,observation oscilloscope,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-05-03,مشواف (مبين) مراقبة الذبذبة,"Beobachtungsoszilloskop, n",observation oscilloscope,osciloscopio de observación,tarkkailuoskilloskooppi,"oscilloscope d'observation, m",oscilloscopio di osservazione,観測用オシロスコープ,관측용 오실로스코프,ажиглалтын осциллоскоп,oscyloskop obserwacyjny,osciloscópio de observação,осциллоскоп для наблюдений,"осцилоскоп за посматрање, м јд",observationsoscilloskop,观察示波器
313-05-04,storage oscilloscope,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-05-04,مشواف (مبين) الذبذبة بالتخزين,"Speicheroszilloskop, n",storage oscilloscope,osciloscopio de memoria,muistioskilloskooppi,"oscilloscope à mémoire, m",oscilloscopio a memoria,ストレージ・オシロスコープ,기억형 오실로스코프,хадгалалтын осциллоскоп,oscyloskop z pamięcią,osciloscópio com memória,запоминающий осциллоскоп,"осцилоскоп са меморијом, м јд",minnesoscilloskop,存储示波器
313-05-05,sampling oscilloscope,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-05-05,مشواف (مبين) الذبذبة بالعينات,"Abtastoszilloskop, n",sampling oscilloscope,osciloscopio de muestreo,näytteenotto-oskilloskooppi,"oscilloscope à échantillonnage, m",oscilloscopio a campionamento,サンプリング・オシロスコープ,샘플링 오실로스코프표본형 오실로스코프,дээжийн осциллоскоп,oscyloskop próbkujący,osciloscópio de amostragem,стробоскопический осциллоскоп,"одбирни осцилоскоп, м јд",samplingsoscilloskop,取样示波器
313-06-01,watt-hour meter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-06-01,عداد الطاقة الفعالة,"Wattstundenzähler, mWirkverbrauchszähler, m",watt-hour meter(active) energy meter,vatihorímetro; contador de energía (activa),energiamittaripätöenergiamittari,"wattheuremètre, mcompteur d'énergie (active), m",contatore di energia elettrica (attiva),積算電力計,적산 전력계전력량계,ватт-цагийн тоолууридэвхтэй энергийн тоолуур,licznik energii czynnej,contador de energia (activa),счетчик ватт - часов,"бројило активне енергије , с јд",wattimmätare,有功电能表电能表有功电度表电度表
313-06-02,var-hour meter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-06-02,عداد الطاقة غير الفعالة,"Blindverbrauchszähler, m",var-hour meterreactive energy meter,varhorímetro; contador de energía reactiva,loisenergiamittari,"varheuremètre, mcompteur d'énergie réactive, m",contatore di energia reattiva,無効電力量計,무효 전력량계반응형 에너지계,вар-цагийн тоолуурхуурмаг энергийн тоолуур,licznik energii biernej,contador de energia reactiva,счетчик (измеритель) реактивной энергии,"бројило реактивне енергије, с јд",vartimmätare,无功电能表无功电度表
313-06-03,volt-ampere-hour meter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-06-03,عداد الطاقة الظاهرة,"Scheinverbrauchszähler, m",volt-ampere-hour meterapparent energy meter,voltamperíhorímetro; contador de energía aparente,näennäisenergiamittari,"voltampèreheuremètre, mcompteur d'énergie apparente, m",contatore di energia apparente,積算電力量計,겉보기 전력량계피상 전력량계,вольт-ампер-цагийн тоолуурбүрэн эрчим хүчний тоолуур,licznik energii pozornej,contador de energia aparente,счетчик (измеритель) полной (кажущейся) энергии,"бројило привидне енергије, с јд",voltamperetimmätare,视在电能表视在电度表
313-06-04,static meter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-06-04,عدّاد ساكن,"statischer Zähler, m",static meter,contador estático,staattinen mittarielektroninen mittari,"compteur statique d’énergie active, m",contatore statico,静止形電力量計,정지형 전력량계,статик метр,licznik statycznylicznik elektroniczny,contador estático de energia activa,статический счетчик (измеритель),"статичко бројило, с јд",statisk energimätare,静止式电能表静止式电度表
313-06-05,electrodynamic meter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-06-05,عدّاد كهروحركي,"elektrodynamischer Zähler, m",electrodynamic meter,contador electrodinámico,sähködynaaminen mittarisähködynaaminen energiamittari,"compteur électrodynamique, m",contatore elettrodinamico,電流力計形電力計,전류력계형 전력계,цахилгаан динамик тоолуур,licznik elektrodynamiczny,contador electrodinâmico,электродинамический счетчик (измеритель),"електродинамичко бројило, с јд",elektrodynamisk mätare,电动式电能表电动式电度表
313-06-06,induction meter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-06-06,عداد حثّي (تحريضي),"Induktionszähler, m",induction meter,contador de inducción,induktiomittari,"compteur à induction, m",contatore a induzione,誘導形電力量計,유도형 전력량계,индукцийн тоолуур,licznik indukcyjny,contador de indução,индукционный счетчик (измеритель),"индукционо бројило, с јд",induktionsmätare,感应系电能表感应系电度表
313-06-07,excess energy meter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-06-07,عدّاد طاقة زائدة,"Überverbrauchszähler, m",excess energy meter,contador de exceso,ylikulutusmittari,"compteur de dépassement, m",contatore di energia in eccesso,超過電力量計,초과 전력량계과잉 전력량계,илүүдэл эрчим хүчний тоолуур,licznik ponadryczałtowy,contador de energia em excesso,счетчик (измеритель) избыточной энергии,"бројило прекорачене енергије, с јд",spetsmätareöverförbrukningsmätare,超量电能表超量电度表
313-06-08,meter with maximum demand indicator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-06-08,عداد طاقة بمؤشر طلب أقصى,"Zähler mit Maximumanzeige, mMaximumzähler, m",meter with maximum demand indicator,contador con indicador de máxima,tehotariffimittari,"compteur à indicateur de maximum, m",contatore con indicazione di massimo consumo,最大需要電力計,최대 수요 표시계기,хамгийн их хэрэглээний заалттай тоолуур,licznik ze wskaźnikiem mocy maksymalnej,contador com indicador de ponta,счетчик (измеритель) с индикатором максимального потребления,"бројило са показивачем максимума, с јд",maximalmätare,最大需量电能表最大需量电度表
313-06-09,multi-rate meter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-06-09,عداّد بتعرفات مُتعدّدة,"Mehrtarifzähler, m",multi-rate meter,contador de tarifas múltiples,monitariffimittari,"compteur à tarifs multiples, m",contatore a tariffe multiple,多重料率電力量計,다중요율 전력량계,олон тарифт тоолуур,licznik wielotaryfowy,contador de tarifa múltipla,многотарифный счетчик (измеритель),"вишетарифно бројило, с јд",flertariffmätare,多费率电能表多费率电度表
313-06-10,prepayment meter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-06-10,عدّاد الدفع القدم,"Vorkassezähler, m",prepayment meter,contador de prepago,rahakemittari,"compteur à prépaiement, m",contatore a prepagamentocontatore di energia prepagata,プリペイド電力量計,선납 전력량계선납 계기,урьдчилсан төлбөрт тоолуур,licznik samoinkasującylicznik przedpłatowy,contador de pré-pagamento,счетчик (измеритель) с предварительной оплатой,"претплатничко бројило, с јд",myntmätare,预付费电能表预付费电度表
313-07-01,amplitude modulated signal generator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-07-01,مُولد إشارات معدلة السعة,"Signalgenerator mit Amplitudenmodulation, mAM-Signalgenerator, m",amplitude modulated signal generator,generador de señal modulada en amplitud,amplitudimoduloiva signaaligeneraattori,"générateur de signaux modulés en amplitude, m",generatore di segnale modulato in ampiezza,振幅変調信号発生器,진폭 변조 신호발생기,далайцын утгыг модульжуулсан дохионы генератор,generator sygnałowy z modulacją amplitudy,gerador de sinais modulados em amplitude,генератор сигналов с амплитудной модуляцией,"генератор амплитудски модулисаних сигнала, м јд",amplitudmodulerad signalgenerator,调幅信号发生器
313-07-02,frequency modulated signal generator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-07-02,مولد إشارة معدلة التردد,"Signalgenerator mit Frequenzmodulation, mFM-Signalgenerator, m",frequency modulated signal generator,generador de señal modulada en frecuencia,taajuusmoduloiva signaaligeneraattori,"générateur de signaux modulés en fréquence, m",generatore di segnale modulato in frequenza,周波数変調信号発生器,주파수 변조 신호발생기,давтамжийг модульжуулсан дохионы генератор,generator sygnałowy z modulacją częstotliwości,gerador de sinais modulados em frequência,генератор сигналов с частотной модуляцией,"генератор фреквенцијски модулисаних сигнала, м јд",frekvensmodulerad signalgenerator,调频信号发生器
313-08-01,Wheatstone bridge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-08-01,قنطرة ويتستون,"Wheatstone-Brücke, f",Wheatstone bridge,puente de Wheatstone,Wheatstonen silta,"pont de Wheatstone, m",ponte di Wheatstone,ホイートストーンブリッジ,휘트스톤 브리지,Уитстоуны гүүр,mostek Wheatstone’a,ponte de Wheatstone,мост Уитсона,"Витстонов мост, м јд",Wheatstone-brygga,惠斯登电桥
313-08-02,Thompson (double) bridge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-08-02,قنطرة طومسون (المزدوجة),"Thompson-Brücke, f",Thompson (double) bridgeKelvin (double) bridge,puente (doble) de Thomson; puente (doble) de Kelvin,Thompsonin (kaksois)siltaKelvinin (kaksois)silta,"pont (double) de Thompson, mpont (double) de Kelvin, m",(doppio) ponte di Thompson,ケルビンダブルブリッジケルビンブリッジ,톰슨 이중 브리지,Томпсоны хоёр давхар гүүрКельвиний хоёр давхар гүүр,mostek podwójny Thompsonamostek Thompsonamostek podwójny Kelwinamostek Kelwina,ponte (dupla) de Thompsonponte (dupla) de Kelvin,(двойной) мост Томпсона(двойной) мост Кельвина,"Томпсонов двоструки мост, м јдКелвинов двоструки мост, м јд",Thompson-brygga,汤姆逊双电桥汤姆逊电桥开尔文双电桥开尔文电桥
313-08-03,transformer bridge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-08-03,قنطرة محول,"Transformator-Brücke, f",transformer bridge,puente de transformador,muuntajasilta,"pont à transformateur, m",ponte a trasformatore,変成器ブリッジ,변성기 브리지,трансформаторын гүүр,mostek transformatorowy,ponte com transformador,трансформаторный мост,"трансформаторски мост, м јд",transformatorbrygga,变压器电桥
313-09-01,interchangeable accessory,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-09-01,ملحقة قابلة للتبديل,"austauschbares Messgerätezubehör, naustauschbares Zubehör, n",interchangeable accessory,accesorio intercambiable,vaihtokelpoinen lisälaite,"accessoire interchangeable, m",accessorio intercambiabile,互換性のある付属品,교환가능 부속품,харилцан солих боломжтой дагалдах хэрэгсэл,przybór zamienny,acessório intermutável,сменные принадлежности (вспомогательная аппаратура),"изменљиви прибор, м јд",utbytbart tillbehör,可互换附件
313-09-02,accessory of limited interchangeability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-09-02,لحقة ذات قابلية محدودة للتبديل,"begrenzt austauschbares Messgerätezubehör, nbegrenzt austauschbares Zubehör, n",accessory of limited interchangeability,accesorio de intercambiabilidad limitada,rajoitetusti vaihtokelpoinen lisälaite,"accessoire à interchangeabilité limitée, m",accessorio limitatamente intercambiabile,制限付互換性のある付属品,제한부 교환 가능 부속품,тодорхой хязгаарт харилцан солих боломжтой дагалдах хэрэгсэл,przybór o ograniczonej zamienności,acessório de intermutabilidade limitada,принадлежности (вспомогательная аппаратура) с ограниченной взаимозаменяемостью,"прибор са ограниченом изменљивошћу, м јд",tillbehör med begränsad bytbarhet,有限互换附件
313-09-03,non-interchangeable accessory,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-09-03,ملحقة غير قابلة للتبديل,"nichtaustauschbares Messgerätezubehör, nnichtaustauschbares Zubehör, n",non-interchangeable accessory,accesorio no intercambiable,mittauslaitekohtainen lisälaite,"accessoire non interchangeable, m",accessorio non intercambiabile,互換性のない付属品,교환 불가능 부속품,тусгай дагалдах хэрэгсэл,przybór niezamienny,acessório não intermutável,несменяемые принадлежности (вспомогательная аппаратура),неизменљиви прибор,icke utbytbart tillbehör,不可互换附件
313-09-04,shunt,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-09-04,متوازي,"Nebenwiderstand, m",shunt,shunt (de un instrumento de medida),sivuvastus,"shunt (d'un appareil de mesure), m",derivatore,分流器,분로 저항분류기,шунт,bocznik,xante (de um instrumento de medição)shunt (desaconselhado),шунт,"шант, м јдотока, ж јд",shunt,分流器
313-09-05,series resistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-09-05,مقاومة على التوالي,"Reihenwiderstand, m",series resistor,resistencia en serie,sarjavastus,"résistance en série, frésistance additionnelle, f",resistore in serieresistore addizionale in serie,直列抵抗,직렬 저항기,цуваа резистор,opornik szeregowyopornik dodatkowyrezystor szeregowy,resistor sérieresistor adicional,последовательное сопротивление,"редни отпорник, м јд",förkopplingsmotstånd,串联电阻器
313-09-06,four-terminal resistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-09-06,مقاومة رباعية الأطراف,"vierpoliger Widerstand, m",four-terminal resistor,resistencia de cuatro terminales,neliliittiminen vastus,"résistance à quatre bornes, f",resistore a quattro terminaliresistore a quattro morsetti,４端子つき抵抗器,사 단자 저항기,дөрвөн гаралттай резистор,opornik czterozaciskowyrezystor czterozaciskowy,resistor com quatro terminais,четырехзажимное сопротивление,"отпорник са четири прикључка, м јд",fyrpolsmotstånd,四端电阻器
313-09-07,series capacitor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-09-07,مكثف على التوالي,"Reihenkondensator, m",series capacitor,condensador en serie,sarjakondensaattori,"condensateur en série, m",condensatore in seriecapacitore in serie,直列コンデンサ,직렬 커패시터,цуваа конденсатор,kondensator szeregowy,condensador série,последовательный конденсатор,"редни кондензатор, м јд",förkopplingskondensator,串联电容器
313-09-08,series inductance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-09-08,محاث على التوالي,"Reihenspule, f",series inductance,inductancia en serie,sarjainduktanssi,"inductance en série, f",induttore in serie,直列インダクタンス,직렬 인덕턴스,цуваа холбосон индукцийн эсэргүүцэл,cewka indukcyjna szeregowa,indutância série,последовательная индуктивность,"редна индуктивност, ж јд",förkopplingsinduktor,串联电感
313-09-09,instrument lead,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-09-09,وصلة جهاز قياس,"Messgeräteanschlussleitung, f",instrument lead,cable de medida,mittausjohto,"cordon de mesure, m",cavo per strumento di misura,計器用リード線,계기용 리드선,хэмжих хэрэгслийн холбогч утас,przewód łączeniowy przyrządu pomiarowego,cabo de medição,провод измерительного прибора,"прикључни кабл, м јд",instrumentledning,仪表导线
313-09-10,calibrated instrument lead,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-09-10,وصلة جهاز قياس معايرة,"kalibrierte Messgeräteanschlussleitung, f",calibrated instrument lead,cable de medida calibrado,kalibroitu mittausjohto,"cordon de mesure étalonné, m",cavo tarato per strumento di misura,校正された計器用リード線,교정된 계기용 리드선,хэмжих хэрэгслийн тохируулсан холбогч утас,wzorcowany przewód łączeniowy przyrządu pomiarowego,cabo de medição calibrado,калибровочный провод измерительного прибора,"калибрисани прикључни кабл, м јд",kalibrerad instrumentledning,仪表用定值导线定值导线
313-09-11,probe,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-09-11,مجس,"Tastkopf, mSonde, f",probe,sonda,mittapää,"sonde, f",sonda,プローブ,프로브탐침,сорьц,sonda,sonda,зонд,"сонда, ж јд",sond,探头
313-09-12,plug-in unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-09-12,وحدة التوصيل بالتغذية,"Einschub, m",plug-in unit,unidad enchufable,pistoyksikkö,"tiroir, m",unità intercambiabile,プラグインユニット,플러그인 장치,залгуурт холбох хэсэг,wkładka wymienna,gaveta,вставной блок,"утикачка јединица, ж јдуложак, м јд",insatsenhet,插入单元
313-09-13,attenuator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=313-09-13,مخفيف - موهن,"Dämpfungsglied, n",attenuator,atenuador,vaimennin,"atténuateur, m",attenuatore,減衰器,감쇠기,бууруулагч,tłumik,atenuador,аттенюатор (ослабитель),"ослабљивач, м јд",dämpare,衰减器
